P0,xc,beta,alpha_m_P0,alpha_m_xc,alpha_m_beta,alpha_z_P0,alpha_z_xc,alpha_z_beta
3.330655403062701225e+01,4.969999999999999973e-01,8.680438014119863155e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
4.869411888532340527e+00,4.969999999999999973e-01,3.625259932875632973e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
3.000336979702115059e+01,4.969999999999999973e-01,9.581541993468999152e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
5.406685459986329079e+01,4.969999999999999973e-01,9.099328227341175079e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
1.913384662568569183e+01,4.969999999999999973e-01,7.579392840713262025e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
4.343972901161760092e+01,4.969999999999999973e-01,5.615501371771096650e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
4.094313611462712288e+01,4.969999999999999973e-01,1.057668942660093236e+01,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
1.362697926536202431e+01,4.969999999999999973e-01,8.548504721373319626e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
2.512488884385675192e+01,4.969999999999999973e-01,4.646135139465331854e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
3.744909824430942535e+01,4.969999999999999973e-01,6.610734121501445237e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
3.071861424483358860e+00,4.969999999999999973e-01,6.467230287566780866e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
5.964609939791262150e+01,4.969999999999999973e-01,5.131039144471287727e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
2.095874472521245480e+01,4.969999999999999973e-01,3.402336451038717957e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
1.472329508978873491e+01,4.969999999999999973e-01,1.064608232118189335e+01,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
3.789143643993884325e+01,4.969999999999999973e-01,7.828349195048212472e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
1.183088997937738895e+01,4.969999999999999973e-01,5.707238953933119419e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
5.088680005911737680e+01,4.969999999999999973e-01,7.042727304622530937e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
5.516359242517501116e+01,4.969999999999999973e-01,1.009566381089389253e+01,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
2.695124812144786119e+01,4.969999999999999973e-01,8.823896903172133932e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
3.189866225980222225e+01,4.969999999999999973e-01,4.397181760147213403e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
8.012581793591380119e+00,4.969999999999999973e-01,5.549237272888421835e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
5.467664076853543520e+01,4.969999999999999973e-01,7.723403915017843069e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
5.160231091175228357e+01,4.969999999999999973e-01,9.415778382867575402e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
1.575881910417228937e+01,4.969999999999999973e-01,9.084223403036594036e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
4.306262380070984364e+01,4.969999999999999973e-01,3.820430281758308233e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
1.400591336656361818e+01,4.969999999999999973e-01,6.624630449712276103e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
4.868289774470031261e+01,4.969999999999999973e-01,4.451367622613906505e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
3.557082877494394779e+00,4.969999999999999973e-01,1.048786673396825719e+01,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
3.430415615532547235e+01,4.969999999999999973e-01,8.405702143162489648e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
3.735987890511751175e+01,4.969999999999999973e-01,1.083763072229921676e+01,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
2.463946126401424408e+00,4.969999999999999973e-01,7.869238023087381961e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
2.133772080671042204e+01,4.969999999999999973e-01,5.223088033869862201e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
4.126473375782370567e+01,4.969999999999999973e-01,6.348997709527611555e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
8.455820037983357906e+00,4.969999999999999973e-01,4.305535702779888396e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
1.881411985307931900e+01,4.969999999999999973e-01,1.015870879404246807e+01,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
5.050959616154432297e+01,4.969999999999999973e-01,8.940920985117553954e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
3.009431933984160423e+01,4.969999999999999973e-01,7.003046972677111626e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
3.250840600859373808e+01,4.969999999999999973e-01,5.876228761300444248e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
5.682758975774049759e+00,4.969999999999999973e-01,7.421934038773178699e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
5.328221763949841261e+01,4.969999999999999973e-01,5.457341646030545057e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
1.810253652092069387e+01,4.969999999999999973e-01,3.886551075801253141e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
1.002377240359783173e+01,4.969999999999999973e-01,9.739702088013292069e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
4.449974924325942993e+01,4.969999999999999973e-01,9.359905661270023103e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
1.259757475834339857e+01,4.969999999999999973e-01,4.804100259765982983e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
4.636801024153828621e+01,4.969999999999999973e-01,6.767985532805322890e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
5.808351023495197296e+01,4.969999999999999973e-01,1.041872477345168591e+01,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
2.594012746214866638e+01,4.969999999999999973e-01,8.288121942058204183e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
3.858305955305695534e+00,4.969999999999999973e-01,3.559998881816863747e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
5.883097287360578775e+01,4.969999999999999973e-01,7.986708025634288610e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
1.990054613072425127e+01,4.969999999999999973e-01,6.205740236490964179e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
3.892095304094254971e+01,4.969999999999999973e-01,4.870257885009049659e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
4.202064938191324472e+01,4.969999999999999973e-01,9.834674890339375253e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
1.077075677458196878e+01,4.969999999999999973e-01,8.665330042690037260e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
5.191799806989729404e+01,4.969999999999999973e-01,4.239323691278695350e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
2.773577210865914822e+01,4.969999999999999973e-01,5.968228194117545904e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
3.108520307857543230e+01,4.969999999999999973e-01,7.304412944614886882e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
6.872347710654139519e+00,4.969999999999999973e-01,5.973397076874970679e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
5.629935901332646608e+01,4.969999999999999973e-01,7.318378239125013174e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
5.182513968739658594e+01,4.969999999999999973e-01,9.842449789494274626e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
1.739054003451019526e+01,4.969999999999999973e-01,8.638411377370356803e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
4.192779132910072803e+01,4.969999999999999973e-01,4.195545679330825450e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
1.562866326142102480e+01,4.969999999999999973e-01,6.252737511694430594e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
4.754275157861411572e+01,4.969999999999999973e-01,4.906847813725471852e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
2.338213074393570423e+01,4.969999999999999973e-01,3.536362717300653102e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
3.593590873572975397e+01,4.969999999999999973e-01,7.978319486230611268e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
3.668337104469537735e+01,4.969999999999999973e-01,1.039166704453527856e+01,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
1.300308577716350555e+00,4.969999999999999973e-01,8.295657856389880180e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
2.293163397442549467e+01,4.969999999999999973e-01,4.766757922247052193e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
4.009569459781050682e+01,4.969999999999999973e-01,6.721739781275391401e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
1.005876050796359777e+01,4.969999999999999973e-01,3.929570778086781235e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
1.813752407580614090e+01,4.969999999999999973e-01,9.731174878403543005e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
4.934603949636220932e+01,4.969999999999999973e-01,9.387583324685692787e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
2.892536106333136559e+01,4.969999999999999973e-01,7.407109431549906198e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
3.410234379302710295e+01,4.969999999999999973e-01,5.453031387552618625e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
5.441981095820665359e+00,4.969999999999999973e-01,7.001103499904274940e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
5.396238635759800673e+01,4.969999999999999973e-01,5.859037270024418653e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
1.877730362769216299e+01,4.969999999999999973e-01,4.335680564865469933e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
8.419003263115882874e+00,4.969999999999999973e-01,1.013727517463266814e+01,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
4.424996867775917053e+01,4.969999999999999973e-01,8.981473587080834875e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
1.327771182637661695e+01,4.969999999999999973e-01,5.172864561900496483e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
4.612714444473385811e+01,4.969999999999999973e-01,6.315633190795779228e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
5.647882197797298431e+01,4.969999999999999973e-01,1.079766668193042278e+01,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
2.569025897979736328e+01,4.969999999999999973e-01,7.889648777619004072e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
2.459712255839258432e+01,4.969999999999999973e-01,1.052868310436606336e+01,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
5.953454505745321512e+01,4.969999999999999973e-01,8.384432370960713143e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
2.060951992589980364e+01,4.969999999999999973e-01,6.658752884715795517e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
3.870898023806512356e+01,4.969999999999999973e-01,4.500832489877939047e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
4.315725425723940134e+01,4.969999999999999973e-01,9.436453299224375257e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
1.147430434171110392e+01,4.969999999999999973e-01,9.044423603266476874e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
5.169694169797003269e+01,4.969999999999999973e-01,3.789533502608537496e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
2.752371842227876186e+01,4.969999999999999973e-01,5.567280995845794500e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
3.179415225703269243e+01,4.969999999999999973e-01,7.724494270980358124e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
3.199151371885091066e+01,4.969999999999999973e-01,1.009759798981249190e+01,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
7.886553262360394001e+00,4.969999999999999973e-01,8.789525501057504187e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
5.525644333474338055e+01,4.969999999999999973e-01,4.347562339529394748e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
1.656188871152698994e+01,4.969999999999999973e-01,5.718249245360492949e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
4.272773252520710230e+01,4.969999999999999973e-01,7.064145335927605629e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
1.480172060243785381e+01,4.969999999999999973e-01,3.384138076379894944e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
2.103717078734189272e+01,4.969999999999999973e-01,1.067943725101649832e+01,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
4.834078717697411776e+01,4.969999999999999973e-01,7.827009773626922851e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
2.439803089294582605e+01,4.969999999999999973e-01,6.507178444787859561e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
3.489110152609646320e+01,4.969999999999999973e-01,5.162191283330320957e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
2.345003693364560604e+00,4.969999999999999973e-01,4.615842805057763343e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
5.708810202032327652e+01,4.969999999999999973e-01,6.569927044957875495e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
4.528908717259764671e+01,4.969999999999999973e-01,1.054258257970213819e+01,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
2.213348628208041191e+01,4.969999999999999973e-01,8.550601960718630323e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
9.258931405842304230e+00,4.969999999999999973e-01,7.558727513253688635e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
5.017480379249900579e+01,4.969999999999999973e-01,5.603739064931868796e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
2.996838883589953184e+01,4.969999999999999973e-01,3.675731683522462490e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
4.834431257098913193e+00,4.969999999999999973e-01,9.580467520654201152e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
3.308825121447443962e+01,4.969999999999999973e-01,9.132846610993146541e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
6.500292333774268627e+00,4.969999999999999973e-01,4.081747007369994407e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
2.930429895594716072e+01,4.969999999999999973e-01,9.986460863798857446e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
5.293298218026757240e+01,4.969999999999999973e-01,8.726831237971783395e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
1.799097152054309845e+01,4.969999999999999973e-01,7.152614628523587648e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
4.506520784553140402e+01,4.969999999999999973e-01,6.009851998835801901e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
1.249307519569993019e+01,4.969999999999999973e-01,8.144485928863286262e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
4.694049120228737593e+01,4.969999999999999973e-01,3.498699299246072592e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
2.675027976091951132e+01,4.969999999999999973e-01,5.021854981780052185e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
3.630619148910045624e+01,4.969999999999999973e-01,6.163914819061755423e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
4.668528147973120213e+00,4.969999999999999973e-01,6.913288182392715697e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
5.847441218234598637e+01,4.969999999999999973e-01,4.756081496551632704e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
1.496857431251555681e+01,4.969999999999999973e-01,1.027343446649610925e+01,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
3.949350477475672960e+01,4.969999999999999973e-01,8.233015705272554996e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
1.065917814709246159e+01,4.969999999999999973e-01,5.312240215763448958e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
5.248338589910417795e+01,4.969999999999999973e-01,7.470154414698480849e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
